brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
4,0,8,7,16,1,512,0,2,64,2,0,0,0,1,63990,3,90,13
1,0,8,7,8,1,512,0,2,32,0,2,0,0,1,49890,3,6,1
3,0,8,7,8,1,512,0,2,64,0,2,0,0,1,49990,3,47,7
3,0,8,7,8,1,512,0,2,64,0,2,0,0,1,59490,2,0,0
4,0,8,7,8,1,512,0,2,64,0,0,0,1,1,73999,3,206,27
3,0,8,7,4,1,512,0,2,64,0,2,0,0,1,60990,3,183,42
3,0,8,7,4,1,512,0,2,64,6,0,3,0,0,76190,3,358,64
5,0,8,7,4,5,512,0,2,64,0,2,2,1,1,74798,2,0,0
1,0,8,7,4,1,512,0,2,64,0,0,0,0,0,58990,3,88,13
4,0,8,7,4,1,512,0,2,32,4,0,3,0,0,68100,2,0,0
5,0,8,7,4,1,512,0,2,64,0,2,0,1,1,77990,2,0,0
4,0,8,7,4,1,512,0,2,64,0,2,0,0,1,55090,3,364,52
1,0,8,7,4,5,512,0,2,64,0,0,3,1,0,91990,2,0,0
4,0,8,7,4,1,512,0,2,64,0,0,0,0,1,84208,2,0,0
7,0,8,7,4,1,512,0,2,64,0,0,0,0,0,44990,3,313,39
4,0,8,7,4,1,512,0,2,64,0,2,0,0,1,53490,3,826,118
5,0,8,7,4,1,512,0,2,64,4,0,3,0,0,76498,2,0,0
3,0,8,7,4,1,512,0,2,64,4,0,0,0,0,98920,2,0,0
6,0,8,7,4,1,512,0,2,64,0,0,3,0,0,54990,3,1410,203
7,0,8,7,4,1,512,0,2,64,0,0,0,0,0,49990,3,47,6
4,0,8,7,4,1,512,0,2,32,0,0,3,0,0,52380,2,0,0
7,0,8,7,4,1,512,0,2,64,0,2,0,0,0,49990,3,6,1
4,0,8,7,4,1,512,0,2,64,0,2,0,0,1,52500,3,741,67
1,0,8,7,4,1,512,0,2,64,0,2,0,0,1,49990,3,14,2
7,0,8,7,4,1,512,0,2,64,0,2,0,0,0,75999,2,0,0
1,0,8,7,4,1,512,0,2,64,0,0,0,0,0,80990,2,0,0
5,0,8,7,4,1,512,0,2,32,0,0,0,0,0,59900,2,3,0
4,0,8,7,4,1,512,0,2,64,0,2,0,0,1,54590,3,349,69
3,0,8,7,4,1,512,0,2,64,0,0,0,1,1,75500,2,0,0
4,0,8,7,8,1,512,0,2,64,0,2,0,0,1,51890,3,519,48
1,0,8,7,16,1,512,0,2,64,0,0,0,0,0,78000,1,3,0
4,0,8,7,16,1,512,0,2,64,0,2,0,0,1,59999,3,19,1
4,0,8,7,8,1,512,0,2,64,4,1,0,0,1,64990,2,8,1
3,0,8,7,4,1,1024,0,2,32,0,0,3,0,0,57900,3,3,1
5,0,8,7,4,5,1024,0,2,64,0,2,2,1,1,81978,2,0,0
4,0,8,7,4,1,0,1024,2,64,4,1,0,0,0,59990,3,1480,151
3,0,8,7,8,1,256,1024,2,64,0,0,3,0,0,49490,3,31,3
1,0,8,7,8,1,256,1024,2,64,0,0,0,0,0,54990,3,18,3
5,0,8,7,8,1,256,1024,2,64,4,0,3,0,0,68500,3,271,24
1,0,8,7,8,1,256,1024,2,64,0,0,0,0,0,54990,3,49,6
1,0,8,7,8,1,256,1024,2,32,0,0,0,0,1,54990,3,474,65
5,0,8,7,8,1,256,1024,2,64,0,1,0,0,1,63990,3,861,116
4,0,8,7,4,1,256,1024,2,64,4,1,0,0,0,80000,3,34,6
3,0,8,7,4,1,256,1024,2,32,0,0,3,0,0,51990,2,0,0
1,0,8,7,4,1,256,1024,2,64,0,0,0,0,1,62990,3,165,34
4,0,8,7,4,1,256,1024,2,64,0,2,0,0,0,52990,3,698,74
1,0,8,7,4,1,256,1024,2,64,0,2,0,0,1,75100,2,0,0
1,0,9,7,16,1,512,0,2,32,4,1,3,0,0,76990,3,22,3
1,0,9,7,16,1,512,0,2,64,4,0,0,0,0,79990,2,0,0
1,0,9,7,8,1,512,0,2,64,4,0,3,0,0,71990,3,144,16
1,0,9,7,8,1,512,0,2,64,4,0,3,0,0,71990,3,1810,235
5,0,9,7,16,1,512,0,2,64,4,0,0,0,1,99990,3,26,1
1,0,9,7,16,1,512,0,2,64,0,0,0,0,0,79990,2,0,0
3,0,9,7,16,1,512,0,2,64,4,0,0,0,0,93990,2,0,0
1,0,9,7,16,1,512,0,2,64,4,1,3,0,0,82990,3,1067,145
1,0,9,7,4,2,512,0,2,64,4,0,3,0,0,106990,2,0,0
1,0,9,7,4,1,512,0,2,64,0,0,0,0,0,92990,3,25,4
5,1,9,7,4,1,512,0,2,32,4,0,2,0,1,81490,2,0,0
1,0,9,7,4,1,512,0,2,64,0,0,0,0,1,56990,2,0,0
6,0,9,7,4,1,512,0,2,64,0,0,3,0,0,64990,2,0,0
5,0,9,7,4,1,512,0,2,64,0,0,0,0,1,60990,3,530,69
5,0,9,7,4,1,512,0,2,64,4,0,0,0,1,84988,2,0,0
4,0,9,7,4,1,512,0,2,64,4,0,0,0,0,90990,3,273,40
1,0,9,7,4,1,512,0,2,64,0,0,0,0,0,63990,3,77,7
5,0,9,7,4,1,512,0,2,64,0,0,0,0,1,63990,3,105,10
4,0,9,7,4,1,512,0,2,64,0,2,0,0,1,57999,3,44,5
1,0,9,7,4,1,512,0,2,32,4,0,3,0,0,72400,2,0,0
5,0,9,7,4,1,512,0,2,64,0,0,0,1,0,78990,3,6,0
7,0,9,7,4,1,512,0,2,64,0,2,0,0,0,59990,2,0,0
1,0,9,7,4,2,512,0,2,32,4,0,0,0,0,111990,2,0,0
4,0,9,7,4,1,512,0,2,32,0,0,3,1,0,109000,2,0,0
3,0,9,7,4,1,512,0,2,64,6,0,3,0,0,89990,3,191,27
5,0,9,7,4,1,512,0,2,64,0,0,2,1,1,78988,2,0,0
5,0,9,7,4,1,512,0,2,64,4,0,3,0,0,73138,2,4,1
5,0,9,7,4,1,512,0,2,64,4,0,0,0,0,106990,2,0,0
1,0,9,7,4,1,512,0,2,32,4,0,3,0,0,79990,2,0,0
3,0,9,7,4,1,512,0,2,64,0,0,0,1,1,89570,2,0,0
4,0,9,7,4,1,512,0,2,64,0,2,0,0,1,68500,3,134,22
5,0,9,7,16,1,512,0,2,64,0,0,0,0,0,73400,2,0,0
4,0,9,7,16,1,512,0,2,64,2,0,0,0,1,79990,2,23,6
4,0,9,7,16,1,512,0,2,64,4,1,0,0,1,84990,1,4,2
6,0,9,7,16,1,1024,0,2,64,8,0,0,0,0,99990,3,108,24
1,0,9,7,8,5,1024,0,2,64,4,0,3,0,0,72990,3,198,24
4,0,9,7,16,1,1024,0,2,64,0,2,0,1,1,92990,2,0,0
4,0,9,7,16,1,1024,0,2,64,0,2,0,0,1,84190,2,0,0
1,0,9,7,16,5,1024,0,2,64,0,0,3,1,0,112990,2,0,0
1,0,9,7,4,2,1024,0,2,32,4,0,0,0,0,114990,2,0,0
7,0,9,7,4,1,1024,0,2,64,4,0,0,0,0,99990,2,0,0
1,0,9,7,4,1,1024,0,2,32,4,1,3,0,0,95990,3,57,3
4,0,9,7,4,1,1024,0,2,64,8,0,0,0,0,159990,3,17,2
1,0,9,7,4,1,1024,0,2,64,0,0,0,0,1,76990,2,0,0
5,0,9,7,4,1,1024,0,2,64,6,0,0,0,1,130990,2,0,0
1,0,9,7,4,1,1024,0,2,64,0,0,0,0,0,99990,2,0,0
1,0,9,7,4,2,1024,0,2,64,4,0,3,0,0,112990,2,0,0
5,0,9,7,4,1,1024,0,2,64,0,0,0,0,1,77988,2,0,0
1,0,9,7,4,1,1024,0,2,64,0,0,0,0,1,76000,4,1,1
1,0,9,7,4,5,1024,0,2,64,4,0,0,1,0,99990,3,77,15
1,0,9,7,4,1,1024,0,2,64,0,0,0,0,0,111000,2,0,0
1,0,9,7,16,5,1024,0,2,64,0,2,0,0,1,84970,2,2,1
4,0,9,7,16,1,256,1024,2,64,4,1,0,0,1,75990,3,1084,123
7,0,9,7,16,1,256,1024,2,64,6,0,0,0,0,89990,3,272,36
7,0,9,7,16,1,256,1024,2,64,4,0,3,0,0,81990,3,141,24
5,0,9,7,4,1,512,1024,2,32,0,0,3,0,0,80490,2,0,0
1,0,10,7,16,1,1024,0,2,64,6,0,0,0,0,135990,2,0,0
1,0,10,7,16,1,1024,0,2,32,0,0,0,0,0,154990,3,194,42
1,0,10,7,16,1,1024,0,2,64,8,0,0,0,1,199990,3,9,2
1,0,10,7,16,1,1024,0,2,64,4,0,3,0,0,114990,3,28,4
1,0,10,7,16,1,1024,0,2,64,6,0,0,0,1,129990,3,204,35
1,0,10,7,16,5,1024,0,2,64,4,0,0,1,1,114990,3,32,6
6,0,10,7,4,1,1024,0,2,64,0,0,3,0,0,146990,2,0,0
1,0,10,7,4,1,1024,0,2,64,0,0,0,0,0,104990,3,14,2
1,0,10,7,4,5,1024,0,2,64,4,0,0,1,0,114990,3,14,1
1,0,10,7,4,5,1024,0,2,64,4,0,0,1,1,124990,4,3,0
1,0,10,7,4,5,1024,0,2,64,0,0,3,1,0,134990,2,0,0
4,0,10,7,4,1,1024,0,2,64,8,0,0,0,1,141990,2,0,0
1,0,10,7,4,1,1024,0,2,64,0,0,0,0,0,129990,2,0,0
1,0,10,7,4,5,1024,0,2,64,4,0,0,1,1,142990,3,4,1
1,0,10,7,4,1,1024,0,2,64,0,0,0,0,0,121990,2,0,0
1,0,10,7,4,5,1024,0,2,64,4,0,0,1,1,124990,3,44,12
1,0,10,7,4,1,1024,0,2,64,6,0,3,0,0,141990,3,61,13
1,0,10,7,4,1,1024,0,2,64,4,0,0,0,0,162990,2,0,0
1,0,10,7,4,1,1024,0,2,64,0,0,0,0,0,130500,2,0,0
1,0,10,7,4,1,1024,0,2,64,4,0,3,0,0,116990,2,0,0
1,0,10,7,4,1,1024,0,2,32,6,0,3,0,0,138990,2,0,0
1,0,10,7,4,5,1024,0,2,64,4,0,0,1,1,234990,2,0,0
1,0,10,7,4,1,1024,0,2,64,0,0,0,0,0,135990,2,0,0
1,0,10,7,4,1,1024,0,2,64,0,0,0,0,0,144990,2,0,0
1,0,10,7,4,1,1024,0,2,64,4,0,0,0,0,149990,2,0,0
1,0,10,7,4,1,1024,0,2,64,4,0,0,0,0,142990,2,0,0
5,0,8,0,8,1,512,0,0,64,0,2,3,0,0,57490,3,18,4
